"label","prediction"
6.2154,5.62335412085198
7.1165,5.62335412085198
7.4269,6.52592100821719
6.8262,6.52592100821719
6.5562,6.00100911408874
6.8173,6.34318251971495
6.8834,5.88983894976039
6.8125,5.88983894976039
6.4651,5.75815258640821
6.3533,5.90648200142468
6.9172,6.21560444177077
7.2291,6.16319776621221
7.1965,5.90729220886816
6.9021,5.54863326496088
7.0659,5.47588925054466
6.9712,5.24816015293954
6.1209,5.90304031782945
5.9569,4.75756677018741
5.4505,5.28115969187894
4.3998,5.54046973766612
5.0201,5.54046973766612
5.7859,5.52235925639262
5.4049,5.53269918523915
5.0761,5.03688813123824
6.2568,5.62564275473224
6.6791,6.00781097538069
7.6053,6.89388407684415
8.4236,6.71615157065985
9.0355,6.59287260542574
8.752,6.48803402629241
8.7687,6.36155110300038
9.3235,5.93710266781047
6.1053,5.76868107850406
4.2758,5.09752431505702
5.1865,4.3282302451399
6.051,5.60902557795636
5.9693,5.49908835206096
6.1727,5.33421420995617
6.5029,5.73022905370353
6.5056,6.03860953162433
6.1129,6.07181186500167
5.7491,6.29303084068171
5.5333,6.01128823694749
5.3827,5.7801769679905
5.3991,4.5019383975855
5.4402,4.29525172954735
5.641,4.18438818264671
5.8076,6.12269806742978
5.886,4.8959463203002
5.9792,5.54622140192455
5.8389,5.87689309621442
5.8238,6.32462375599967
5.7872,6.09799563489659
5.7173,6.18393131429873
5.6534,5.76950939836943
5.683,5.06023860085177
4.5975,5.25622567909444
3.8169,4.17139446055717
1.2351,3.84533334794666
0.72986,4.19468703510788
0.78557,3.97458100306577
0.794409999999999,4.23776969462629
0.87908,3.65638132842778
0.96926,4.24005315352886
2.8076,3.98295605757333
8.2782,4.70738792252133
8.418,5.69949227375598
7.8733,6.029349555933
7.7585,6.0310349814771
8.5835,6.25691984641047
8.7245,6.74255915833955
8.9049,6.74255915833955
8.4087,6.66153000465301
6.8382,6.71079255783311
7.1443,6.58346481943434
7.6039,5.58010327455888
7.4888,5.84645969933353
7.1843,6.70064895470242
7.0297,6.59328563333205
7.106,6.60497235012055
6.9204,6.60497235012055
5.9193,6.73875554974262
6.0765,6.05055111606371
5.7613,5.54120878916646
5.5855,6.32057951094049
3.4647,6.48238101004606
1.9932,4.8264567199743
2.0305,4.1013631047551
1.1898,3.09113145356949
0.99549,4.9613156680822
1.5226,4.79305191559512
2.026,5.20813849272057
2.5019,4.38973776582605
2.6052,4.106301327209
2.4265,5.21940538944454
2.5713,5.95427453750673
3.0579,5.42233275963218
3.704,4.96444749988867
3.9641,3.75606757040558
4.825,3.67807160051342
4.8877,4.89390673222093
4.5,5.0703789696214
4.5264,4.62975129014203
4.3258,4.54804712530398
4.0543,4.50377939589619
3.7393,4.51201893067567
3.7722,3.99543163502236
3.1066,4.0878535020778
0.31761,1.51234408709453
-0.43788,1.51234408709453
-1.1135,1.54389269166608
-1.4955,1.1213997511681
-1.1304,-0.39522513650773
-0.0291599999999992,0.24697924398404
0.48357,1.98031279085315
0.666230000000001,3.29650691163724
0.792870000000001,3.68104268457561
0.89052,2.52221575389507
1.1428,2.92729424761791
1.6712,4.30748311273697
2.2166,2.72008555370599
2.8894,2.56867217542662
3.8553,2.8839932687285
3.9778,3.11166447127079
3.8941,3.77973856519935
3.3414,3.22930659206381
2.9982,3.08060619583469
2.7059,4.35011846012191
3.0399,4.35011846012191
3.9576,4.80014972092331
4.8249,4.13207627386697
4.963,4.06562050420766
4.8261,3.40478620405748
4.9026,3.51288178476998
5.502,5.37710216093926
7.2122,5.66782432126161
7.9589,4.2812333618766
8.3291,4.75805677588676
9.143,5.59329202861984
9.5993,5.29193593603135
9.9391,6.50281602660749
9.9199,7.01930855548198
9.8612,8.20378817397273
9.9349,7.35670933794014
9.8068,7.03113192402492
9.8286,8.12011290865068
9.8046,6.80458579397451
9.7252,8.11285573018166
9.6946,8.50538724793524
9.4782,8.69387279173142
9.2296,7.79519506181295
8.9483,6.83089166099913
8.9051,7.40957302871532
8.3251,7.09333337687473
7.8312,7.12997027825299
7.5431,7.64946235356692
7.4576,6.97233059323083
7.1128,7.35784799474843
6.6256,7.67591926525266
6.9502,7.18613754540648
6.9034,6.71970160535031
6.7069,6.54259446287537
6.3833,5.9564383250504
5.371,6.50710155500114
5.5878,6.25856775336637
5.9765,6.55264879764102
6.5901,6.26027161476846
6.8572,6.3206551949891
7.1459,6.67377755964789
7.9051,6.99543880920158
8.0992,7.42631036200427
8.2012,7.42631036200427
8.2842,7.17196473699551
8.0456,7.63016647896794
8.1366,7.29692233561551
7.7742,6.6788283378664
7.1319,5.77513039444137
6.922,6.27833649155113
7.0677,6.33413310092809
7.5189,5.96270360584385
7.2718,5.53250156577888
6.9389,5.963998644009
5.9378,5.94390258848579
5.8151,6.94341750776234
5.5628,7.12508655478281
5.4132,6.78934128002902
5.4019,6.82507466264745
5.3747,7.08890408113233
5.6005,6.19712233241242
6.4398,5.90909665889897
6.464,5.91312182122794
6.4932,6.78573270340351
6.7516,6.44895679950056
6.925,6.47609729339461
7.3768,6.89316022684076
7.5449,6.75812209513059
5.758,6.31562544011743
4.879,6.31562544011743
5.1726,6.57795702599922
5.5261,6.2979871755575
5.4452,5.26236708385961
5.3058,5.16828695989292
5.4604,5.56634980105827
5.7103,4.98059634118425
5.5614,5.00232801309135
5.2418,4.95751044230475
4.7652,5.14983363634793
4.4551,5.38323127513244
4.1733,5.4679695940732
