"label","prediction"
6.566334,6.55884122805151
6.579457,6.55884122805151
6.582517,6.55884122805151
6.585079,6.52043416885794
6.590698,6.53291462063453
6.575708,6.56542707427001
6.555091,6.55049710193627
6.535408,6.50542509775377
6.521352,6.50711222052371
6.561587,6.51213737493865
6.570086,6.52513848087075
6.541035,6.53833145691264
6.481049,6.55097105922732
6.502767,6.58687872434183
6.509097,6.56813485707758
6.50261,6.54631757373365
6.487617,6.59588454820322
6.489492,6.49385348767268
6.497921,6.49070891446619
6.486675,6.48123643962588
6.465117,6.49724742848873
6.460434,6.51445951153219
6.474495,6.51445951153219
6.478243,6.51445951153219
6.492299,6.47053523368518
6.542909,6.50787366531369
6.572894,6.49320449655632
6.567269,6.49005992334983
6.570086,6.49536525895156
6.565402,6.49222068574508
6.525103,6.50688985450244
6.514792,6.54781092039934
6.526979,6.45840040223879
6.497918,6.47287897154936
6.490427,6.45840040223879
6.494163,6.45840040223879
6.480119,6.70990399627186
6.462654,6.69742799181569
6.446376,6.55471729135421
6.434195,6.50776184697156
6.457557,6.46912956276502
6.453868,6.46912956276502
6.455744,6.48940966157049
6.462304,6.48940966157049
6.493237,6.48940966157049
6.485736,6.48451379711364
6.491361,6.47670970276433
6.511982,6.47651147933966
6.552281,6.48638389535251
6.589765,6.43686425307889
6.631944,6.48078853092589
6.620688,6.52492087983566
6.590697,6.48342515660665
6.579454,6.49135949391128
6.484797,6.49135949391128
6.422952,6.49494784616307
6.386412,6.52993459828378
6.293651,6.4544095674885
6.309378,6.43740587317355
6.305105,6.40925751153835
6.300716,6.44913536312975
6.324706,6.48997034160983
6.296887,6.51287817145522
6.285113,6.5049438341506
6.269087,6.5049438341506
6.316147,6.52181792084172
6.357363,6.48993889270111
6.366735,6.45305885274216
6.381724,6.43111799742356
6.38454,6.38908986640649
6.386405,6.33894442261587
6.402334,6.32095215250351
6.419202,6.34687875992049
6.453868,6.35036323547377
6.451994,6.35036323547377
6.449184,6.35036323547377
6.436066,6.34558490734245
6.395768,6.33765057003783
6.363923,6.32505162893847
6.309571,6.42975425838169
6.247749,6.42975425838169
6.240255,6.4038276509647
6.243064,6.40915871749176
6.241187,6.40915871749176
6.252424,6.40511642089083
6.243062,6.40488960754914
6.271164,6.40705036994438
6.285217,6.39240915577254
6.341438,6.39456991816779
6.392972,6.39723640442855
6.370477,6.33246562975332
6.395777,6.33246562975332
6.418263,6.34494608152992
6.392034,6.31901947411293
6.407963,6.31195077596254
6.407026,6.29095815289177
6.440759,6.34635492910753
6.459493,6.34635492910753
6.463244,6.3605831778113
6.461367,6.3605831778113
6.419203,6.36071342076661
6.400462,6.45540862625549
6.418267,6.46032069166532
6.437937,6.44481193234479
6.426697,6.46423115698221
